user_id,item_list
7729,15120 15114 3568 5430 9461 12469 3569 5649 6119 9477 
7730,16661 9224 3922 17559 4034 4365 4010 5455 4035 7493 
7731,4984 3807 8500 4985 6546 18172 4440 17929 5560 8339 
7732,5297 7310 1280 16236 5324 6405 4024 4487 4558 3902 
7733,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7734,4844 5114 5112 10466 6018 6289 6292 3568 4410 15120 
7735,17955 4361 3922 5297 8638 8982 15892 4634 4657 3806 
7736,8638 10227 12469 6289 4657 5113 8666 2301 197 9461 
7737,5417 8570 8569 8564 16329 6531 5645 8565 4069 16178 
7738,10466 6292 4844 3569 5112 6404 7310 10227 8483 6530 
7739,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7740,951 1783 15988 6989 16304 2201 16416 7496 8526 1512 
7741,5726 7661 7657 5143 5191 8638 16878 5189 15222 16951 
7742,10067 5723 17547 4127 5722 8565 5729 2834 3626 5112 
7743,4657 8347 8666 4357 8668 4984 4346 4629 12469 4985 
7744,7792 9965 3182 7789 3976 15572 15883 9026 8723 15630 
7745,8535 18098 18095 18097 18092 18093 18094 3845 18100 18101 
7746,4634 197 187 1415 5508 3805 5561 1212 2499 4728 
7747,8506 7581 2301 8508 10227 14847 5113 6289 5143 4844 
7748,192 197 194 187 8186 6404 8009 17955 8940 15458 
7749,7496 10068 7493 3654 14470 3842 2301 8505 5752 8306 
7750,3572 3566 7581 4844 1149 6404 3593 9302 14847 5645 
7751,3806 4629 5044 6516 6551 187 14250 5672 10068 5645 
7752,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
7753,8481 5672 75 5112 7329 10142 14852 15892 5113 3105 
7754,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7755,9302 4747 9305 4748 3806 5562 8982 10067 5560 8638 
7758,9303 4127 8638 12469 3565 3572 8668 4844 8666 8414 
7759,17559 3922 16224 7699 4123 17735 16226 4361 16181 8186 
7760,4703 7496 4704 17836 4034 7493 4284 6404 18096 6289 
7761,7659 14251 5602 5671 8929 9191 17596 7687 4440 8984 
7762,6530 9461 15101 3877 12469 9712 6404 15100 15099 9477 
7763,12821 11528 16676 252 11610 15728 1130 8242 12582 8226 
7764,17835 127 3922 4723 4658 4727 4034 4712 4365 4726 
7766,15102 15099 4657 4658 9477 8666 15119 8414 15030 7581 
7767,5297 10466 7310 6292 17955 6289 6793 5113 4280 5112 
7768,7581 3593 3565 3572 7584 7590 10227 8666 8404 5142 
7769,10068 197 8638 3565 8445 3572 9303 6526 8666 5562 
7770,1944 3960 8257 8856 9019 8854 3869 9018 8853 4197 
7771,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7773,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7774,5206 189 8309 8308 192 197 5113 16178 9712 16176 
7776,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7777,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7779,7320 4217 5589 4984 18245 18175 8689 15275 16184 7880 
7780,7657 7662 17559 12704 5921 8257 6296 8155 5922 586 
7781,8635 18096 6289 3509 3105 5113 10227 5593 8638 3601 
7782,3965 16376 9 3900 9691 6758 6451 2712 4077 8229 
7783,4280 8635 4844 4410 6289 5593 6018 5113 8638 6292 
7784,6793 6794 13206 6796 13208 6797 10466 4627 12768 7062 
7785,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7786,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7787,4657 4658 15458 5530 10725 4728 8666 9461 17903 4255 
7788,6793 10167 4014 8668 8445 4778 5113 10466 6881 8526 
7789,4723 4706 4722 6289 4710 7172 10466 4721 9224 8635 
7790,3902 5593 8635 4720 4717 4361 4728 7584 6404 7437 
7791,14847 5645 5296 10227 7581 187 15892 2301 17955 5113 
7793,17748 189 197 192 187 17580 10067 10055 10068 5291 
7794,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
7795,5176 4770 4763 8857 8858 4775 4629 10315 74 4742 
7796,5562 6201 5433 3805 6203 5297 6204 6200 6207 5748 
7798,16222 4878 3598 18284 10821 4361 3948 9211 8328 12622 
7799,8668 10227 5896 5113 8635 3572 6404 12469 2301 3565 
7800,4748 5593 8635 5044 15804 6404 7437 1212 5895 7642 
7801,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
7802,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
7803,6798 6799 7455 6796 14847 6043 7310 4057 3105 5297 
7805,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
7807,15398 18292 5297 17955 14847 5294 8473 4037 5005 4976 
7808,5193 5195 5213 5528 7708 5547 8899 4770 4212 5174 
7809,4035 3922 9224 4361 9228 4194 9227 4365 4124 4028 
7810,3922 4361 17955 8481 5113 6289 197 8982 10466 6292 
7811,5204 5194 4976 4977 4771 6776 5202 5206 7437 6780 
7812,13555 5297 3654 15892 4346 5113 4357 9451 7495 8483 
7813,4770 5006 5008 7771 7778 4775 5191 4790 4977 5192 
7814,11214 16949 10585 16947 4346 16934 17064 4357 16972 4359 
7815,8516 16137 17547 18343 4306 197 5275 8519 7199 8306 
7816,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7817,11960 3806 3816 16188 8360 8909 7604 8361 5309 6943 
7818,8470 15892 8984 7671 3604 7662 4728 5113 9014 8202 
7819,3593 4033 3922 3565 4361 4194 3580 4124 8404 9228 
7820,4640 16659 4669 4755 5576 4795 5571 4668 3623 17578 
7821,521 3529 197 189 17507 4033 194 5297 192 7479 
7822,9128 9133 13208 5143 2301 4280 17955 12469 8982 15119 
7823,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
7824,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
7825,11214 8445 4844 8666 8526 8635 8638 6289 1212 6404 
7826,16339 3572 3565 8186 5195 5297 2301 8202 6018 10466 
7827,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7828,5142 2301 5128 4762 5147 8638 3806 17559 4629 5192 
7829,15120 15101 6530 9461 3877 12469 15100 3876 8414 1212 
7831,5280 5143 3105 10067 6289 5142 10141 7581 15225 1212 
7832,9199 9206 9202 9204 9201 3880 6930 3572 9208 5553 
7833,17955 4361 3922 5297 8638 8982 15892 4634 4657 3806 
7834,10126 14391 16630 148 8306 18212 9930 6046 10031 13987 
7835,7493 197 192 194 187 5147 2301 3842 3654 4779 
7836,3898 4034 4035 4361 9224 4033 6464 17558 4365 4905 
7837,145 5297 15892 18150 189 118 18153 5044 18168 18157 
7838,11734 5142 8073 5143 735 8526 4762 8668 739 8638 
7839,7885 8982 7581 7889 8414 8526 9446 3582 17752 8984 
7840,4124 4194 197 192 5672 194 187 4361 17732 7326 
7841,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
7842,16186 16700 5113 17558 16182 16706 17559 12912 7703 18224 
7843,6289 2301 3626 5113 8978 3627 4783 8481 10831 10166 
7845,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
7846,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7847,192 187 194 7496 7493 5143 1212 5044 10067 8638 
7848,8638 6289 4410 5113 7581 10227 6404 4844 3806 14847 
7850,15222 15227 15223 15225 15228 7601 6137 3452 5750 3081 
7851,4657 5189 5191 4658 10068 7661 7659 17955 6793 4984 
7852,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7853,18360 17988 5297 15892 7856 7754 16278 5114 4847 7466 
7854,10067 18098 12469 4724 197 10227 6526 8668 8414 192 
7857,3807 3845 5560 5044 4629 3815 5510 724 6943 5901 
7858,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
7859,3565 6798 3566 4769 5297 4437 3593 5294 9446 8982 
7860,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7863,4019 3806 5508 4748 9228 5561 3805 5044 4630 5560 
7864,5508 8535 3805 5561 9302 5143 8519 12469 2301 4806 
7865,3565 3593 8982 7581 9446 8638 8404 3568 8984 12469 
7868,4691 4687 7576 4695 1721 7729 5275 3541 3542 2024 
7869,9204 9203 5562 9202 9206 8414 6526 8666 9201 8445 
7870,4657 4658 4034 3922 4361 5113 7310 8481 4033 4844 
7871,7589 3593 16273 16339 12040 8414 4146 10277 13202 15116 
7873,8638 10227 12469 6289 4657 5113 8666 2301 197 9461 
7874,8257 5112 5113 6289 8259 10466 14847 5296 4057 3094 
7875,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
7876,4280 5119 5143 1212 5508 5562 8638 8666 5128 5113 
7877,6309 13836 9302 9303 4396 9206 4806 10458 6280 8306 
7878,4703 4712 4704 197 4711 189 4727 4726 194 192 
7879,6404 10227 4410 4279 4844 8666 4280 7581 8638 5113 
7880,5297 8481 10466 6793 5112 4034 5610 5560 4070 14727 
7881,10227 10055 5951 5671 10117 4446 6955 586 15655 3548 
7882,6530 3572 5602 3565 8445 12355 8627 8666 194 10227 
7883,8306 8308 9709 5143 7719 2301 12761 3105 4199 14865 
7884,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7885,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7886,15102 4724 5253 12469 4722 15119 5252 15120 15114 4706 
7887,6526 3572 8414 3565 16137 7581 3566 9303 8261 9461 
7888,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
7889,16419 16337 12037 16470 8186 15976 7525 8142 4595 10115 
7890,4279 7581 9093 3902 8635 8414 739 1212 2301 735 
7891,4687 4696 1149 4693 10227 10469 3541 3565 8666 2301 
7892,15114 3877 3879 5895 9477 6530 16179 12469 16176 8414 
7893,4025 16597 13894 8229 17759 2519 5991 6988 4116 17950 
7894,8506 8508 6648 6707 8515 5051 8516 4487 6637 17509 
7896,16659 8500 3105 8088 5344 14865 6551 7258 10128 18325 
7897,4361 3922 4035 4033 9224 9228 4194 6292 4124 4193 
7898,6404 3604 8186 8179 3572 3565 4844 10908 7671 9446 
7899,5645 10466 5508 8179 5561 5113 2301 3805 6404 6796 
7900,5195 4748 3806 4747 5562 5560 5650 189 12720 5194 
7901,7606 8186 7608 6018 7609 9126 6793 17298 1755 15539 
7902,4634 4658 5118 1890 5279 7423 18202 3514 5927 5248 
7903,11734 739 15222 15908 737 17550 736 15227 3519 10163 
7904,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
7905,9477 8668 7581 15030 8666 8445 6289 529 5742 532 
7906,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
7907,14643 18094 18101 14641 18100 4844 6292 2301 5143 10466 
7908,6794 8904 8909 6799 14244 6796 17790 8478 696 4618 
7909,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
7910,9199 9203 9202 9206 9446 6526 2301 8414 9201 5143 
7911,17955 4361 3922 5297 8638 8982 15892 4634 4657 3806 
7912,14244 15908 735 737 3568 10813 738 17798 5074 5392 
7913,9460 9612 9523 13137 7978 6907 13566 12611 8999 15045 
7914,13208 13206 8004 14981 14255 2525 4791 16471 1746 9092 
7915,17502 4280 3568 3569 4279 8570 15120 2746 15119 8569 
7917,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
7918,15114 9461 6530 15101 5897 15102 15099 3877 194 12469 
7919,18156 3565 4844 6526 3572 113 3566 8414 7310 9303 
7920,15114 7376 4638 18153 14617 5090 5012 4705 9461 12469 
7921,5143 4762 5430 5144 2301 4785 1023 5135 5432 5431 
7922,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7923,7496 3654 7493 16661 3842 3655 5060 5737 4010 5143 
7924,5897 8414 6404 8666 9461 7581 5896 10466 8445 15101 
7925,7823 9305 5715 3655 5555 7595 5297 7602 4693 7496 
7926,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7928,4703 4704 1944 9475 9260 4713 9263 4711 15030 5417 
7929,17977 10572 2518 13638 13997 2701 11280 10298 7663 13208 
7930,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7931,4279 10078 16419 8635 393 1212 5593 8667 4657 7640 
7932,7885 7883 11394 5133 7884 3555 11191 11301 5672 3556 
7933,7496 12469 7495 8668 5562 7581 5508 6526 6282 1212 
7934,1697 10174 17908 10516 15667 2424 1910 12861 7354 17776 
7935,4669 5189 5190 5297 126 18300 256 3805 5301 5508 
7936,4640 16182 4365 4035 8483 7326 5113 10466 4668 9224 
7937,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7938,7583 5455 1023 5128 9126 8564 5679 5494 4779 9129 
7939,15101 15100 189 197 192 14847 187 9205 12469 16661 
7940,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7941,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7942,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
7943,4976 4977 15892 4959 5034 6897 3603 17951 5296 10144 
7945,4193 4123 5175 197 5673 187 4361 4034 4019 3901 
7946,17349 15596 17347 1542 6748 4105 10105 16235 16105 18299 
7947,17750 4128 17748 5645 4214 10466 5451 194 7310 6292 
7948,2301 5143 5147 3568 4481 1023 10068 18185 4785 5139 
7949,7704 7655 7710 5508 7651 724 7627 5118 5561 11769 
7950,15801 14530 8306 5297 8309 7659 7662 14597 3922 4977 
7951,6404 10227 4410 4279 4844 8666 4280 7581 8638 5113 
7952,17955 4361 3922 5297 8638 8982 15892 4634 4657 3806 
7953,10068 2301 197 4634 194 9303 8564 4728 4658 18343 
7954,10167 8564 10168 8828 10297 8565 856 18351 8474 4100 
7955,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7957,9128 4124 4193 4194 9302 5113 5297 8668 8483 12469 
7958,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7959,10141 3105 8638 15892 15804 8483 14315 8478 14865 1878 
7960,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7961,3572 3566 6798 3785 3593 8982 6799 7581 11220 3732 
7963,3565 3566 4795 8982 3593 4792 5297 17955 7584 8638 
7965,6167 5346 5372 5361 17600 6697 644 15907 1172 15345 
7966,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
7969,6404 11320 6901 10227 6289 5113 8638 8635 3601 3509 
7970,11733 4778 735 739 736 13838 15908 13837 737 738 
7971,8515 8505 4983 6391 4985 5113 18360 4738 5297 14847 
7972,16376 4346 4357 16374 4359 16377 4317 3943 4094 16176 
7973,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
7974,18063 18146 18158 5118 189 145 192 18140 197 18163 
7975,2301 4361 5297 3922 8478 4783 6292 4033 7584 4034 
7976,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
7977,3533 3528 10068 3530 3536 4985 3654 6985 10466 3535 
7978,4844 6404 8445 8668 8638 4410 8666 6375 8526 1212 
7979,197 194 187 6404 4637 8638 5508 3805 5113 4691 
7980,16176 16179 16136 16376 44 4691 4346 5260 4357 6165 
7981,18098 5724 15030 9475 18095 5723 5722 18100 18097 18101 
7982,9224 3922 10596 4034 4365 5455 4035 16182 4123 17559 
7983,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
7984,4657 4658 4728 4691 4687 8666 3541 9461 13392 4630 
7985,197 10068 7885 9446 4703 3595 7592 3877 4018 6526 
7986,13206 13208 3942 4051 13207 18414 15556 4742 9564 11129 
7987,11733 735 5113 736 739 5700 6292 13838 10813 13837 
7989,10167 16659 7889 16794 17041 16866 9260 13419 9263 7883 
7990,4704 4724 4687 16530 4630 16516 4127 16535 16039 16519 
7992,18068 5191 5190 5562 18140 4728 18141 2292 18163 7373 
7994,521 6526 4250 5530 15654 8414 3572 3565 9446 7581 
7996,9180 9178 4605 18088 4052 6962 12586 8669 7051 17509 
7997,1156 5336 6341 3783 16158 6960 13477 17786 11961 16487 
7998,4724 6404 4722 8186 4721 8179 8599 5114 4706 4705 
7999,14515 8977 231 6375 2370 5793 6136 14522 3834 8979 
8000,5154 3816 5562 5645 5561 5297 15892 5508 189 6798 
8001,5897 3533 18098 8666 6229 3528 18095 8635 8668 3565 
8002,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8003,8534 15892 5297 5113 4057 8481 5645 8483 18302 18196 
8004,1943 3807 5560 4702 5044 3894 3387 7493 4629 7496 
8005,8638 10227 12469 6289 4657 5113 8666 2301 197 9461 
8006,16794 10466 16863 16232 17041 13421 16857 4081 7172 16862 
8008,725 4280 12257 11734 12259 8635 739 1212 8445 7496 
8010,3572 3569 3565 6530 3566 7592 8401 8627 5720 3882 
8011,6043 3827 3805 11734 1697 17955 11733 737 5114 6776 
8012,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8013,15099 11733 15100 735 737 15119 15120 738 10813 6526 
8014,4420 4207 15892 4627 5296 345 4179 4418 7688 546 
8015,5508 5561 3805 3565 3572 8982 3595 3582 3594 3566 
8016,4739 4691 4687 3541 5926 4657 4634 4658 5275 4695 
8017,6641 4758 8935 8468 6648 15501 12804 5712 9128 7246 
8018,6540 17962 15854 10188 10543 15452 11506 15107 15106 4905 
8019,6289 5113 4844 3827 4128 12357 12355 6157 12705 5523 
8020,11734 17988 739 735 15908 737 738 8857 8853 736 
8021,9282 12876 16245 9293 9288 16246 9285 9283 10693 12875 
8022,6888 6889 5113 15183 5034 3066 1264 16209 18163 8638 
8023,15227 197 192 194 15228 15226 15225 187 15232 15224 
8024,144 12469 5297 76 9305 11191 5143 7602 10466 7581 
8025,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
8026,5191 5189 5190 6292 4844 10466 17556 2776 7310 4314 
8027,11734 5434 11906 739 735 4844 738 15908 737 6454 
8028,10962 5074 16349 4509 1899 9190 8223 8065 3883 4255 
8029,6812 15854 6167 4065 9035 12037 16718 11684 15355 9103 
8030,4977 5005 4815 4964 15892 10732 14517 5610 14287 4108 
8031,4657 4634 4279 4728 4280 4731 16187 8415 17140 14851 
8033,8856 4844 6404 8854 11734 8858 3827 17955 8857 3604 
8035,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8036,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
8037,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
8038,10068 4691 4687 4654 15706 4696 4638 4724 3517 9017 
8039,8500 4654 10783 8564 8565 10169 4638 8929 8223 9035 
8040,189 192 197 187 4127 1866 1609 11137 12194 10067 
8041,10067 9204 9203 9202 3922 9206 3902 7336 4361 5897 
8042,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8043,6886 6889 15429 6834 6799 6680 2154 14614 5530 74 
8044,11734 738 15030 5005 15908 739 736 5297 14847 13837 
8045,10466 6289 6404 8638 4250 8483 8635 6292 8445 5114 
8046,5695 16222 10966 6309 4878 462 7838 9361 4361 3948 
8047,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8048,8668 7581 8666 3572 5895 2301 4785 10227 5280 4242 
8049,5682 4346 4357 4359 5166 5006 5143 16374 16220 5007 
8050,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8051,15101 15100 4693 4696 15102 6530 3569 3541 12469 739 
8052,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8053,9303 6889 18304 6289 4844 7183 11497 1906 5113 4361 
8054,17750 5294 8483 5645 17748 11222 5115 6780 4037 5301 
8055,17955 4361 3922 5297 8638 8982 15892 4634 4657 3806 
8056,5176 3828 5664 5174 4197 5576 4777 5657 15891 4199 
8057,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8058,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
8059,725 15101 15100 15102 4082 3805 6018 6207 12469 4083 
8060,189 4748 15908 735 737 192 197 11734 3555 4128 
8061,4234 4427 6056 14304 2186 6466 1815 9497 9201 3880 
8062,4703 4704 1943 4691 5294 4687 5645 8483 8668 15892 
8063,10068 1943 8062 8186 4346 4702 8306 4359 12469 6018 
8064,3807 8483 6289 5113 4346 4357 7310 5560 6793 7190 
8065,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8067,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8069,189 187 192 194 4691 4693 6165 10067 4687 10227 
8070,5351 643 9423 3096 17205 3758 10686 14665 16665 13516 
8071,4361 8849 9302 4769 5142 2301 16224 74 17558 4124 
8072,4658 4702 9461 7496 1943 6934 9477 15101 4704 7493 
8073,5194 6776 5404 6780 5195 8423 3592 3582 4771 3591 
8074,4657 4658 5562 5153 7655 5113 10169 4728 8666 8542 
8076,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8077,4124 4123 4193 7326 4035 16182 4365 4034 4361 17559 
8078,10068 2301 6793 9126 4768 5142 15458 9475 5113 197 
8079,5113 5115 6881 8483 7374 5005 10466 10141 6289 5645 
8080,6404 10227 4410 4279 4844 8666 4280 7581 8638 5113 
8081,4034 10466 3922 5114 5112 4361 9229 4033 4844 6404 
8083,6357 2176 11983 221 1522 437 6494 17299 3056 7361 
8084,5013 4844 8195 5285 7207 5951 12132 4986 7200 3509 
8085,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8086,6289 8481 10466 1212 8635 6292 187 14847 8478 7172 
8087,4194 4123 4193 7437 9655 8857 8853 5112 17559 3794 
8088,739 735 3852 11734 8419 736 11733 15908 8028 10813 
8089,5192 7496 4526 5189 4527 7659 7495 7661 3842 7662 
8090,5561 12257 3842 3654 7491 12259 3655 4640 724 1943 
8091,9128 9133 9124 8668 5113 18181 12469 3897 8481 8414 
8093,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8095,3537 3146 12469 15119 9302 9206 15120 4752 4657 8982 
8096,6289 16419 5113 8977 8481 7310 8979 9224 9616 4220 
8097,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8099,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8100,738 739 11733 11734 5142 736 15908 5194 4128 5128 
8101,4019 4018 8179 14847 7662 3105 6018 7688 4057 12038 
8102,17955 5113 8481 5112 16186 4844 5560 6018 5296 3806 
8103,4361 5200 3922 4034 9228 9224 4193 4124 4194 7335 
8104,9709 6691 8393 8534 2954 11259 8400 10414 12007 12839 
8105,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8107,3944 9594 1386 217 9988 7967 11324 9199 1558 14745 
8108,4279 4983 3199 8635 17608 1212 5593 17613 4657 7640 
8109,3901 4770 4791 6043 5297 5732 4775 14847 6289 13577 
8110,7496 7495 2507 2752 3842 5113 7325 2753 14847 3655 
8111,76 16281 4901 17209 17358 4117 17356 8708 75 11419 
8112,5508 10466 5562 3105 549 1648 557 548 14847 13666 
8113,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8114,15120 5113 10227 8635 7581 9461 6289 12469 5725 9302 
8116,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8117,16125 4409 7217 2508 677 18260 13691 11160 11399 9691 
8118,4844 6018 5113 8635 8638 6289 4280 6292 3509 4410 
8119,9228 4967 9236 4035 16570 9486 4123 5419 9363 12749 
8120,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8121,8638 10227 12469 6289 4657 5113 8666 2301 197 9461 
8122,12469 1212 8668 8635 3897 8481 6793 10227 6289 6799 
8123,17547 7189 7247 15220 14033 4209 6947 16579 1990 714 
8124,17955 8638 5113 10227 4657 197 8982 10466 3922 4361 
8125,9128 9133 14282 11309 9124 292 16651 10434 18038 17131 
8126,4785 1023 4361 7584 4755 4795 5460 3897 4779 4487 
8127,15114 197 12469 1212 189 8414 192 9461 2301 15101 
8128,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8129,13325 2234 10227 8666 651 5142 5562 7310 3805 4280 
8130,14530 4948 18302 2370 4949 11921 12724 1487 18303 14597 
8131,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
8132,4000 165 5626 1977 8723 8363 7722 225 13552 3284 
8133,15101 7329 15100 2775 16137 15102 7325 12469 4194 16186 
8134,4193 17559 4034 6528 4035 4361 16224 4142 4365 17735 
8135,10227 8638 6404 5113 7581 6289 8666 8982 10466 2301 
8136,5276 5280 4201 5113 4413 5602 5034 16209 4180 5715 
8137,5296 4747 5112 3961 3569 5645 15892 10466 14847 17955 
8138,3531 189 3533 187 192 3528 194 3534 3530 4691 
8140,5561 3805 8483 5294 7651 724 5645 4037 5044 5112 
8141,9132 5508 5561 3805 7651 724 8982 2301 1212 10466 
8142,7496 7493 9302 3842 3655 8445 5742 5739 3654 8638 
8143,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
8144,17955 4361 3922 5297 8638 8982 15892 4634 4657 3806 
8145,4657 4658 6793 5113 18143 4128 10466 6289 231 7172 
8146,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
8147,9302 10227 8638 4630 12469 4280 8668 7581 2301 8635 
8148,8535 4769 17502 5918 5921 5120 5920 5919 4755 4795 
8150,4638 4689 11783 10227 4128 4654 6404 8638 4690 5562 
8151,4719 4717 13666 3834 13672 13671 13670 13669 5887 6744 
8152,5881 6229 5886 5885 5875 8526 3611 9121 7172 345 
8153,3879 3876 15099 12469 15101 15102 6526 15119 8666 15120 
8154,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8155,5013 6289 6886 7310 5113 4795 10466 3146 4000 4691 
8156,3565 3566 9205 4706 3569 3582 4724 9446 7592 7589 
8157,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8158,4657 7496 4634 10068 7493 8534 4691 4357 3655 16376 
8161,10068 2301 197 4634 194 9303 8564 4728 4658 18343 
8162,8638 10227 12469 6289 4657 5113 8666 2301 197 9461 
8163,4704 10068 189 187 194 5044 192 4526 4528 4691 
8164,4629 3806 3636 3807 5656 4416 11220 5560 4937 4630 
8165,5203 5202 5206 6201 6202 6237 6203 10227 8666 6205 
8166,4689 5192 4719 4984 4985 4720 5261 4771 5700 3516 
8169,3922 4361 17955 8481 5113 6289 197 8982 10466 6292 
8170,520 4687 4696 4693 3541 197 5297 4695 15892 4703 
8171,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8172,3565 3566 4724 4019 4844 6292 10227 8638 5897 5113 
8173,521 4844 6404 10466 6289 4410 17870 10227 4357 4346 
8175,197 8163 189 8165 192 16659 187 10227 7704 7581 
8176,8765 8668 7581 727 1665 4735 7139 15171 7134 12764 
8177,8638 12469 10067 4657 5142 5113 15892 4634 2301 8666 
8178,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8179,4019 6404 18360 5114 8483 6289 5112 17988 4844 8481 
8180,189 192 187 4669 4671 10067 4691 4629 10227 10068 
8181,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8182,9302 10466 9305 5114 5112 4844 6404 6292 6289 4410 
8183,18153 18157 16137 17558 12854 4770 5297 3572 8506 10466 
8184,4702 4704 4691 6916 529 6919 4687 532 7661 4440 
8185,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8186,4704 7657 4711 4691 4726 7662 4727 4696 3655 5602 
8187,7496 7493 10163 3654 3655 5752 5736 5737 5742 4010 
8188,3555 5672 3562 5112 3556 5113 5673 6289 10466 14847 
8189,12328 12327 12334 12333 12332 12331 12330 12329 12336 12324 
8190,15120 15114 5191 5190 3842 12358 3654 9205 9712 3655 
8191,1521 4607 1124 12826 12834 17598 8911 2677 3561 3557 
8192,6159 8380 5887 13090 15947 16292 11156 6247 7983 1479 
8193,15908 735 738 10142 737 7661 14864 736 7657 7659 
8194,3565 192 194 7581 10067 8668 6404 15101 8414 15102 
8195,8638 10227 12469 6289 4657 5113 8666 2301 197 9461 
8198,4361 3922 17955 8982 3806 197 5113 4657 10466 15892 
8200,16794 16863 17041 13421 2835 16857 6109 16862 13429 13425 
8201,5562 2301 7496 5128 7495 8638 3807 5561 1212 724 
8202,197 192 194 6215 4346 187 4357 17870 3572 4977 
